Time (ms), Channel 0, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7, Channel 8, Channel 9, Channel 10, Channel 11, Channel 12, Channel 13, Channel 14, Channel 15, Channel 16, Channel 17, Channel 18, Channel 19, Channel 20, Channel 21, Channel 22, Channel 23, Channel 24, Channel 25, Channel 26, Channel 27, Channel 28, Channel 29, Channel 30, Channel 31, Channel 32, Channel 33, Channel 34, Channel 35, Channel 36, Channel 37, Channel 38, Channel 39, Channel 40, Channel 41, Channel 42, Channel 43, Channel 44, Channel 45, Channel 46, Channel 47, Channel 48, Channel 49, Channel 50, Channel 51, Channel 52, Channel 53, Channel 54, Channel 55, Channel 56, Channel 57, Channel 58, Channel 59, Channel 60, Channel 61, Channel 62, Channel 63, Channel 64, Channel 65, Channel 66, Channel 67, Channel 68, Channel 69, Channel 70, Channel 71, Channel 72, Channel 73, Channel 74, Channel 75, Channel 76, Channel 77, Channel 78, Channel 79, Channel 80, Channel 81, Channel 82, Channel 83, Channel 84, Channel 85, Channel 86, Channel 87, Channel 88, Channel 89, Channel 90, Channel 91, Channel 92, Channel 93, Channel 94, Channel 95, Channel 96, Channel 97, Channel 98, Channel 99, Channel 100, Channel 101, Channel 102, Channel 103, Channel 104, Channel 105, Channel 106, Channel 107, Channel 108, Channel 109, Channel 110, Channel 111, Channel 112, Channel 113, Channel 114, Channel 115, Channel 116, Channel 117, Channel 118, Channel 119, Channel 120, Channel 121, Channel 122, Channel 123, Channel 124, Channel 125, Channel 126, Channel 127
757579, 12188, 12199, 11334, 10323, 10571, 10259, 9516, 10421, 10199, 10556, 10449, 10519, 10707, 11346, 10966, 10540, 9821, 8724, 9703, 12064, 12267, 11300, 11201, 11593, 11247, 11152, 10898, 10746, 10981, 10742, 11145, 10758, 11761, 12713, 11896, 11191, 11496, 10399, 10540, 11421, 10002, 11958, 11350, 11323, 11646, 10950, 11328, 11483, 9572, 9565, 9330, 10830, 9993, 12009, 11952, 11704, 11182, 11046, 10608, 10390, 10362, 10250, 10254, 10775, 12382, 12574, 11317, 10619, 10621, 10333, 9909, 9590, 9304, 10473, 10902, 10908, 11087, 11592, 10722, 10998, 10273, 10044, 10245, 10732, 11537, 10725, 12015, 13208, 11889, 11686, 11748, 11340, 11507, 10618, 11229, 11396, 13201, 14023, 11260, 11188, 9560, 10551, 10244, 10218, 9421, 10566, 10556, 10903, 11329, 11039, 10708, 10855, 9533, 9757, 11364, 11521, 11087, 11154, 10571, 11448, 11026, 11378, 11053, 11065, 10543, 10720, 10705, 10752
758591, 11278, 12015, 11697, 11811, 11264, 11098, 10692, 11187, 11067, 11263, 11203, 11240, 11344, 11693, 11486, 11846, 10608, 10242, 10009, 11184, 11318, 10787, 10734, 10948, 10760, 10708, 10571, 10485, 10615, 10483, 10704, 10492, 10080, 11022, 12896, 10878, 11043, 10445, 10520, 11003, 10227, 11297, 10965, 10950, 11128, 10745, 10953, 12637, 10773, 9779, 9799, 11389, 11629, 12056, 12026, 11889, 11604, 11531, 11290, 11171, 11155, 11092, 11096, 10357, 12109, 14325, 12618, 10416, 10417, 10261, 10028, 9853, 9698, 10335, 10571, 10571, 10672, 10948, 10473, 10742, 10344, 10943, 8773, 10605, 11723, 10623, 11328, 11982, 11259, 11149, 11180, 10959, 11052, 10565, 10898, 10990, 12776, 12370, 10758, 11649, 10717, 11259, 11090, 11075, 10639, 11264, 11263, 11451, 11684, 11527, 11345, 10401, 11511, 10038, 9986, 10096, 10672, 10709, 10390, 10872, 10638, 10828, 10654, 10660, 10374, 10471, 10463, 9529
759605, 10926, 11328, 11154, 11218, 10912, 10827, 10603, 10876, 10810, 10912, 10884, 12858, 11950, 12586, 12363, 11264, 10591, 11089, 10962, 11605, 11678, 11386, 11358, 11474, 11373, 11345, 10241, 11102, 11197, 9789, 10566, 11046, 10121, 10637, 11662, 10557, 10649, 10322, 10363, 10627, 10202, 10786, 11596, 10736, 9961, 9848, 9961, 11648, 9972, 10106, 10117, 10986, 11116, 11351, 11335, 11259, 11104, 11064, 9941, 9875, 9835, 10935, 10957, 11830, 12109, 13323, 12388, 11185, 11185, 11100, 10974, 10877, 10792, 12102, 13098, 13098, 9589, 10336, 9594, 9741, 10266, 10596, 9406, 10409, 11021, 10419, 10804, 11163, 10766, 9747, 9762, 9641, 11256, 11414, 10802, 10767, 11745, 11524, 10639, 11129, 10619, 10912, 10822, 10814, 10575, 10912, 12866, 13074, 11067, 10979, 11035, 10477, 11784, 10976, 10948, 11008, 11324, 11346, 11171, 11435, 11307, 10387, 9362, 9365, 10384, 9695, 10414, 9222
760622, 10585, 11795, 11652, 12587, 11404, 10636, 11194, 11957, 11323, 10725, 10709, 11788, 11292, 11640, 11519, 10912, 11319, 12613, 10808, 11187, 12856, 11118, 11103, 10549, 11129, 11114, 10511, 11561, 11613, 10841, 11264, 11531, 10001, 11243, 11803, 11099, 11092, 10214, 10238, 10978, 11402, 10508, 10950, 10480, 10056, 9995, 10056, 10980, 10061, 10881, 11975, 10696, 11669, 11602, 11592, 10301, 10214, 10808, 10194, 10158, 10137, 10738, 10750, 11228, 12402, 12076, 11675, 11040, 10839, 11639, 11568, 12051, 12006, 12108, 12651, 12651, 10731, 11142, 10735, 10816, 10080, 10261, 11124, 11863, 11442, 11113, 11135, 10118, 9900, 9941, 9947, 9881, 10765, 10852, 11507, 11489, 12023, 11902, 10409, 10857, 11202, 11360, 11313, 11309, 10540, 10725, 11792, 11908, 10810, 10761, 10793, 10486, 11202, 10539, 10800, 10854, 11140, 11096, 11002, 11165, 11093, 11169, 10607, 10609, 11167, 10791, 11183, 10530
761635, 10139, 10181, 10896, 12129, 10846, 10425, 10731, 11146, 10801, 10475, 10465, 11056, 10785, 10974, 10940, 12183, 12631, 11760, 10051, 10876, 11786, 10837, 10829, 10526, 10844, 10836, 10506, 11080, 11110, 11647, 11875, 11970, 10148, 10848, 11944, 11558, 11556, 11073, 11088, 11492, 11724, 11235, 11475, 11219, 10988, 9930, 9035, 8962, 11044, 12212, 11158, 10458, 10991, 10955, 10948, 10242, 10193, 10519, 10184, 10165, 11142, 12373, 10628, 10013, 11558, 10659, 11143, 10795, 10684, 11123, 11083, 11349, 11322, 11378, 11675, 11675, 10627, 9859, 9638, 10734, 11120, 12085, 11571, 11976, 11745, 11564, 11579, 11023, 10902, 10924, 10929, 10892, 11376, 12233, 12592, 11651, 11072, 11032, 9580, 9826, 10735, 10822, 10797, 10794, 10372, 10475, 11058, 11119, 9560, 9533, 10230, 11953, 11586, 10627, 10662, 10693, 10850, 10826, 10774, 10862, 10824, 10865, 10558, 10558, 10864, 10691, 12680, 10679
762647, 11032, 11054, 11447, 12121, 11420, 11189, 11357, 11585, 11396, 13605, 13599, 12993, 10608, 11673, 10593, 11273, 11518, 11040, 10106, 10556, 11055, 10536, 10532, 10366, 10540, 8868, 9685, 10001, 9734, 11109, 11252, 11303, 10305, 10688, 11289, 11079, 11078, 10812, 10821, 11042, 11171, 12369, 13346, 12509, 11596, 9410, 9851, 10390, 11530, 12166, 11591, 11207, 11499, 11479, 11474, 11089, 11063, 10500, 9617, 11361, 12616, 12588, 10998, 10085, 10931, 10438, 10702, 10512, 10451, 10692, 10669, 10817, 10801, 10828, 10658, 10681, 10324, 10148, 10028, 10629, 10839, 11367, 11085, 11308, 11177, 11082, 11090, 10786, 11564, 11577, 10015, 10016, 11081, 12183, 12375, 11861, 11541, 11522, 10726, 10860, 11359, 11408, 11393, 11390, 11160, 11937, 13007, 12300, 11476, 10846, 10204, 11145, 10945, 10421, 10440, 10458, 10542, 10529, 10502, 10548, 10529, 10575, 9689, 9717, 10650, 9593, 12289, 10599
763660, 10790, 10802, 11018, 11386, 11003, 10877, 10969, 10273, 12644, 15378, 12963, 13208, 11290, 11873, 11284, 11653, 11788, 11527, 11016, 11263, 11534, 11249, 12041, 10407, 10604, 8754, 9201, 9101, 9337, 10087, 10763, 10789, 10244, 10453, 10783, 10667, 10667, 10521, 10527, 11468, 12283, 13842, 13612, 12194, 11696, 9903, 10146, 10438, 11063, 11411, 11096, 10886, 11046, 11035, 12646, 11617, 9190, 9580, 9220, 11124, 11811, 12373, 11504, 11002, 11468, 11197, 11341, 11237, 11204, 11335, 11323, 10557, 12000, 10242, 11349, 10431, 10830, 10157, 10092, 10421, 10538, 10825, 10671, 10793, 10722, 11489, 11493, 11278, 10326, 10361, 11176, 10216, 10818, 11420, 11527, 11244, 11068, 11058, 10623, 10697, 10970, 10996, 10168, 10168, 11087, 11318, 12640, 11638, 11764, 11420, 11070, 11584, 11472, 11187, 11197, 11207, 11253, 12039, 12025, 11352, 10270, 9688, 8274, 9903, 9835, 9854, 11330, 10405
764676, 10541, 9674, 8998, 10920, 10711, 12063, 12010, 11627, 11673, 13168, 11846, 11982, 10932, 11252, 10932, 11130, 12226, 12023, 13360, 11771, 12619, 10426, 10859, 9967, 10711, 9699, 10521, 10466, 10594, 11003, 11375, 10364, 11027, 9367, 10341, 9508, 10382, 9604, 11580, 12094, 11904, 12179, 12054, 11277, 11005, 10025, 10156, 10318, 10660, 12660, 10762, 11392, 11477, 11495, 11058, 11111, 9783, 9997, 9800, 10841, 11218, 11525, 12072, 11797, 12052, 10123, 10201, 10991, 11695, 11767, 11103, 10684, 11472, 11089, 11696, 11193, 11410, 11043, 11005, 11187, 11187, 13012, 12081, 11172, 10433, 10217, 10876, 10758, 10257, 10274, 10722, 10195, 10524, 10853, 11903, 11749, 9820, 9021, 9684, 10543, 11371, 12023, 11571, 10912, 10820, 10947, 11670, 11122, 11192, 11003, 10812, 11093, 12054, 13452, 13456, 11764, 11046, 10857, 10852, 11119, 10527, 10787, 10013, 10904, 10867, 10877, 11685, 11115
765705, 10773, 10182, 9720, 11032, 10889, 11814, 11777, 10490, 10524, 12505, 13989, 13154, 11592, 11039, 10822, 10958, 11704, 11567, 12482, 11393, 11973, 10476, 10772, 11154, 11661, 10912, 9807, 9768, 9953, 10234, 11232, 10542, 10994, 9861, 10525, 9956, 10554, 10022, 11373, 11724, 11625, 11813, 12574, 12974, 11837, 11166, 10511, 10621, 10856, 12221, 10924, 11354, 11413, 11424, 11128, 10140, 10194, 10338, 9302, 10012, 10296, 11226, 11598, 11412, 11587, 10270, 10323, 10861, 11343, 11391, 10939, 10652, 12183, 10960, 12193, 11084, 10511, 11005, 10980, 11104, 11104, 12350, 11714, 11094, 10589, 10440, 11913, 11834, 11430, 10623, 10928, 10513, 10739, 10987, 11704, 11598, 10281, 9734, 10187, 10774, 11341, 11787, 11477, 10004, 9942, 10988, 12218, 11075, 11843, 10872, 10739, 10932, 11589, 12543, 12546, 11389, 10901, 10770, 11757, 11940, 11535, 11654, 9458, 10068, 10140, 10147, 11443, 11054
766718, 10650, 10325, 10072, 11636, 10001, 10329, 9693, 10013, 11243, 12328, 13140, 12682, 11828, 11527, 11408, 11481, 11889, 11814, 12429, 11834, 12092, 10506, 11985, 11129, 10985, 10571, 9972, 9951, 10053, 10206, 10751, 10374, 10621, 10001, 11185, 10814, 11013, 11399, 10360, 10554, 11114, 11219, 11635, 11852, 11232, 10863, 10506, 10566, 10695, 11442, 11661, 10176, 11332, 11339, 12252, 11711, 11064, 11143, 10574, 10964, 11119, 11626, 11832, 11729, 11823, 11105, 11133, 10432, 10560, 11501, 10571, 9837, 11273, 10602, 11277, 10670, 10356, 10628, 10614, 10681, 10681, 11364, 11917, 10704, 10626, 10403, 11103, 11082, 11008, 10568, 10734, 10506, 10632, 10766, 11156, 11099, 10380, 10081, 11174, 11202, 10693, 11120, 11294, 10960, 10925, 11497, 12169, 11544, 11964, 11435, 11361, 11468, 11825, 12349, 11504, 11745, 9716, 10300, 11674, 11774, 10916, 10982, 9781, 10114, 10153, 10156, 10868, 10655
767731, 10433, 10256, 10117, 12580, 11110, 10331, 9982, 11009, 10961, 10680, 11944, 11694, 11226, 11061, 10996, 11036, 11259, 11219, 11554, 11807, 12584, 11839, 12033, 12450, 12369, 11264, 10943, 10930, 10985, 11070, 11368, 11160, 11295, 10957, 11606, 11480, 11489, 11699, 9430, 10261, 10739, 10744, 10971, 11091, 10751, 10549, 10353, 10387, 10458, 10868, 10985, 10132, 10765, 11760, 11448, 11109, 11573, 11724, 10540, 10754, 10838, 11114, 11228, 11172, 11223, 10830, 10846, 11504, 11514, 12607, 12796, 10974, 12554, 11288, 11655, 11323, 11152, 11300, 11292, 11329, 11329, 11702, 12006, 10319, 9641, 12453, 12136, 9849, 10601, 10361, 10480, 10353, 10423, 10497, 10709, 10678, 10286, 10122, 11712, 12341, 12061, 10085, 11759, 11527, 9913, 11044, 11413, 11070, 11300, 11011, 10970, 11029, 11224, 11511, 11049, 11177, 10738, 10342, 12722, 12802, 11431, 11466, 10837, 11020, 11042, 11043, 11432, 11315
768745, 8586, 10752, 10696, 11490, 10685, 10259, 10067, 10629, 10602, 10449, 11142, 11004, 10749, 10658, 11442, 12365, 11595, 10323, 11179, 11215, 11639, 11232, 11338, 11565, 11523, 10912, 10743, 10735, 10765, 9911, 11208, 10102, 11024, 12075, 12513, 11767, 11771, 11886, 10645, 11100, 11361, 11364, 11488, 11556, 11368, 11258, 11943, 10996, 11036, 10573, 9364, 10151, 10496, 11040, 10872, 10685, 10939, 11022, 10372, 10490, 10537, 9814, 9113, 9984, 10012, 11976, 11263, 11705, 11054, 11653, 11756, 10759, 11623, 10932, 11131, 10950, 10856, 10938, 11718, 11688, 12509, 11352, 11515, 11131, 10762, 12299, 12126, 10874, 11287, 11155, 11219, 11149, 11189, 12188, 10529, 10284, 10172, 10084, 10912, 11359, 11204, 10124, 11039, 10912, 10031, 10649, 10851, 10663, 10787, 10631, 12329, 11352, 11576, 11814, 10185, 10870, 10632, 10412, 11714, 11758, 11008, 11028, 10683, 10784, 10796, 10825, 11242, 10187
769758, 10183, 11368, 11339, 11771, 11332, 11098, 10994, 11301, 11288, 11203, 12375, 12872, 12761, 11753, 10271, 11371, 10949, 10254, 10722, 10742, 10974, 10751, 10807, 10934, 10911, 11473, 10592, 9746, 9041, 10752, 11543, 10939, 10786, 11360, 11601, 11194, 11195, 11258, 10577, 10828, 10970, 10971, 11040, 10932, 9960, 11110, 11442, 10923, 11525, 11266, 10609, 11040, 11228, 11527, 11435, 11332, 11470, 11513, 12992, 12128, 11331, 11556, 10151, 10704, 10085, 11159, 10767, 11009, 10655, 10982, 11039, 10493, 10966, 10591, 10696, 10407, 10617, 10781, 11204, 11149, 11599, 10966, 11054, 10845, 10642, 11483, 11390, 10705, 10932, 10857, 10073, 11067, 10988, 12111, 11863, 11726, 11051, 11002, 11454, 11701, 11616, 11027, 11527, 11454, 10974, 11312, 11285, 12008, 12671, 10461, 10755, 10819, 10940, 11069, 10178, 10552, 10423, 10301, 11016, 11039, 10629, 9847, 9658, 9019, 9877, 9891, 10944, 10329
770767, 10217, 10868, 11713, 11229, 11749, 10827, 10770, 10939, 10932, 10884, 11527, 11798, 12313, 11762, 10972, 11572, 11341, 10962, 10541, 11331, 11458, 11368, 11398, 11469, 11454, 11762, 11284, 10817, 10433, 11963, 11185, 10855, 11425, 10811, 10119, 10857, 10628, 10765, 10392, 10531, 10608, 10609, 10647, 10591, 10075, 10704, 10884, 10601, 10932, 11033, 10772, 10018, 11857, 12021, 11011, 10956, 11030, 11054, 11863, 11390, 10955, 11040, 10271, 10573, 10236, 11477, 11386, 10724, 11315, 11492, 11527, 11227, 11486, 11284, 11339, 11775, 11313, 11402, 11634, 11605, 12507, 10826, 12540, 10633, 10636, 11819, 10839, 10463, 10591, 10546, 10118, 10662, 10618, 10636, 10501, 10425, 10693, 10666, 11777, 10228, 11111, 10788, 11061, 11022, 10759, 10942, 10932, 11900, 12266, 11055, 11218, 11888, 11338, 10731, 10266, 11441, 10259, 11122, 11512, 11527, 11301, 10874, 10770, 10420, 10889, 10896, 10857, 11177
771782, 10134, 10490, 10319, 11447, 11035, 10530, 10499, 10592, 10591, 10562, 10912, 12053, 13235, 12793, 10695, 11767, 11640, 11434, 11156, 10337, 10409, 10974, 10992, 11029, 11022, 11191, 11955, 9805, 9592, 10430, 10116, 10705, 11863, 10781, 11616, 12719, 11917, 11376, 11171, 11246, 11290, 11291, 11312, 10261, 10936, 12015, 10499, 10347, 11249, 10602, 9247, 9490, 10498, 11184, 10631, 10600, 10642, 10655, 11095, 10870, 9758, 10706, 9490, 9657, 10292, 11715, 10943, 11873, 10944, 11042, 11061, 10896, 11040, 10932, 10959, 13150, 11995, 12667, 12795, 11961, 11709, 11488, 11133, 10092, 10726, 11953, 11414, 11210, 11284, 11256, 9070, 9366, 10300, 9467, 10266, 10247, 10394, 10381, 11709, 10821, 11319, 10509, 10658, 10637, 10493, 10595, 10591, 12017, 13209, 11532, 11574, 11940, 11637, 11985, 10354, 10399, 10367, 10840, 11054, 11061, 10939, 11728, 10680, 9587, 9843, 9958, 9938, 11726
772797, 11029, 11225, 11131, 11747, 11524, 10253, 11110, 11188, 9603, 10305, 10498, 11201, 11846, 11605, 10458, 11045, 10974, 10862, 10709, 10262, 9340, 10642, 11266, 10414, 9699, 12254, 11296, 10121, 10003, 10461, 10290, 10611, 11246, 10654, 11111, 12735, 11308, 11941, 13444, 13485, 11931, 10329, 11675, 11100, 11469, 12059, 11230, 11146, 11641, 11288, 10545, 9654, 9276, 9652, 10310, 10043, 9445, 10436, 10677, 10552, 9945, 10463, 9798, 9890, 10238, 11017, 10596, 11102, 10627, 10680, 11590, 12192, 10714, 10061, 10072, 11949, 11318, 11684, 11755, 11298, 11160, 11040, 10846, 10307, 10655, 11326, 10130, 11649, 13697, 11644, 10447, 10610, 11121, 10664, 11103, 11091, 11173, 11166, 11893, 12367, 11615, 11172, 10351, 10262, 10905, 10326, 10402, 11181, 11833, 10914, 10939, 11139, 10973, 11164, 10271, 9337, 10308, 10569, 9812, 9327, 11298, 11893, 10599, 10001, 10140, 10202, 10194, 11171
773809, 10788, 10895, 10845, 12760, 11525, 9251, 10929, 11607, 10741, 11124, 11229, 11614, 11966, 11836, 11207, 11531, 11490, 11429, 10499, 10273, 10465, 12693, 11406, 10302, 9913, 11311, 10786, 10145, 10080, 10328, 10236, 10411, 10760, 10436, 11503, 12394, 9506, 10403, 12108, 12132, 11283, 10408, 11143, 10828, 11029, 11352, 10898, 10853, 11125, 10932, 11101, 9794, 10798, 11443, 11804, 10979, 10654, 11195, 11327, 11260, 10927, 11210, 10846, 10895, 11088, 11512, 11284, 11410, 9555, 9794, 10946, 11276, 10470, 10110, 10117, 11144, 10800, 10998, 11038, 10786, 10712, 10647, 9669, 10095, 10682, 10185, 10954, 11129, 12247, 11126, 10472, 10559, 10840, 10589, 10829, 10822, 10868, 10863, 11262, 12145, 11576, 9686, 10513, 11101, 11452, 11135, 11177, 11603, 11960, 11456, 11470, 11580, 11489, 10748, 9491, 11409, 11362, 10368, 9253, 9709, 10786, 11114, 10405, 10078, 10153, 10189, 10184, 10719
774823, 11338, 11419, 10795, 11734, 11059, 9815, 10735, 11106, 10632, 10841, 10898, 11110, 11301, 13184, 11119, 11151, 11129, 11119, 11146, 11722, 11211, 12430, 11725, 11122, 10910, 11675, 11386, 11035, 9979, 10113, 9133, 10049, 11809, 11632, 10939, 10790, 9806, 10300, 11230, 11245, 10781, 10300, 10702, 10531, 10641, 12710, 10796, 9811, 10778, 9952, 11403, 10709, 10661, 11016, 11213, 10761, 10583, 10881, 10953, 10912, 10733, 11765, 11564, 10804, 11677, 12497, 11083, 11150, 10714, 10844, 11472, 11655, 11213, 11019, 11022, 11584, 10373, 11469, 11491, 9652, 10405, 10370, 10513, 10130, 10450, 10178, 10600, 10695, 11308, 10694, 10334, 10385, 10538, 10400, 11291, 10611, 12059, 10739, 10912, 11400, 11088, 10053, 10506, 10828, 11021, 10848, 10870, 12126, 12321, 12155, 12019, 10433, 10385, 10072, 10595, 12342, 11702, 11158, 10547, 10797, 11386, 11564, 11178, 11002, 10019, 9107, 9896, 12023
775838, 10807, 10853, 10512, 11025, 10657, 9978, 12372, 12574, 10482, 9803, 10655, 11408, 11593, 11968, 10838, 10856, 10844, 10838, 10853, 11170, 10887, 11555, 11171, 10872, 12532, 12050, 11915, 11743, 10367, 11020, 10482, 10982, 11945, 11847, 11470, 11388, 10851, 11121, 10606, 11603, 10419, 10155, 9607, 11559, 10920, 11560, 10513, 9975, 10504, 10053, 10846, 10465, 10439, 10633, 10741, 9533, 12148, 11437, 12221, 11624, 11349, 11192, 11082, 10664, 11145, 11592, 10819, 10855, 10617, 10686, 12984, 11274, 10976, 10871, 10128, 10393, 11077, 11061, 11771, 10767, 11178, 11159, 11237, 11027, 11204, 11053, 10263, 9385, 9747, 11026, 11710, 11161, 11140, 10297, 10784, 10411, 11203, 10481, 10571, 10845, 10673, 10108, 11253, 11463, 10695, 10627, 9916, 10008, 10818, 11404, 11331, 10462, 10436, 10265, 10551, 11505, 11154, 10859, 10524, 9670, 11893, 11169, 11617, 12220, 11067, 10469, 10899, 12063
776851, 11398, 11424, 11237, 12475, 12276, 10745, 11333, 10108, 8963, 9971, 10436, 10848, 10948, 11154, 10537, 10545, 10540, 10537, 9584, 9758, 9604, 10361, 13166, 11336, 11588, 11348, 11275, 11177, 10427, 10784, 10490, 10762, 11290, 11235, 11030, 12009, 13488, 10927, 12627, 11878, 10487, 11043, 10743, 11811, 11460, 11811, 11237, 10944, 11233, 9962, 10397, 10188, 9244, 8505, 9760, 9698, 11252, 10864, 11292, 10966, 10817, 10729, 10669, 10441, 10704, 10948, 10525, 10544, 13125, 12204, 12686, 10967, 10760, 10704, 10297, 10440, 10816, 10807, 11195, 10647, 10871, 10860, 10903, 10819, 10916, 10246, 10399, 9243, 10818, 11516, 11894, 11593, 11581, 11119, 11385, 11181, 11615, 11220, 11264, 11419, 10331, 12285, 11296, 10778, 10458, 10421, 10033, 10083, 10524, 10846, 10805, 10329, 10318, 10223, 10379, 10902, 10143, 9726, 11189, 10767, 11984, 11587, 11111, 11442, 10810, 10481, 10719, 11354
777868, 10423, 11772, 12249, 12311, 12203, 11365, 11685, 9994, 9368, 10879, 11132, 10428, 10481, 10596, 12579, 12461, 10989, 10948, 9851, 9945, 9861, 10274, 12800, 11797, 10976, 10847, 11707, 11654, 11243, 11384, 10432, 10578, 9490, 11498, 10789, 11323, 12133, 10733, 11662, 11253, 9502, 10828, 11594, 12180, 11086, 11279, 12578, 12308, 11668, 10358, 11175, 11060, 10544, 10138, 10825, 11752, 11579, 10436, 10670, 11366, 11283, 9621, 10383, 9557, 10300, 10451, 10943, 10953, 11786, 11284, 11547, 10606, 11484, 10493, 10271, 10350, 11455, 10577, 11534, 13347, 11498, 10697, 10721, 10675, 10726, 10359, 11468, 11765, 12628, 12016, 12225, 12003, 11997, 11745, 11146, 10983, 11180, 11662, 11070, 11734, 11138, 12208, 11665, 10359, 10184, 11124, 9981, 10009, 11123, 11300, 11087, 11573, 10828, 10200, 10285, 10571, 10154, 9928, 10727, 11489, 12096, 11877, 11618, 11800, 11399, 11221, 10629, 9526
778881, 10457, 11196, 11455, 11492, 11431, 9367, 9531, 10559, 10034, 11438, 11576, 11191, 11220, 11284, 12369, 12303, 11498, 11474, 10876, 10927, 10881, 12093, 13363, 11781, 10612, 10541, 11011, 10982, 10757, 10834, 10315, 10393, 9798, 10897, 10509, 10801, 11245, 11902, 13502, 10297, 9953, 10680, 11097, 11419, 10820, 10927, 11636, 11489, 11138, 10421, 10868, 10807, 9703, 10513, 9634, 11742, 11820, 11195, 11323, 11704, 11659, 10748, 11166, 10714, 11121, 11204, 11472, 11477, 11934, 10096, 13473, 9811, 10294, 10350, 10226, 10270, 10874, 10392, 10916, 11908, 10897, 10459, 10472, 10447, 10475, 11205, 10966, 11786, 11663, 11329, 11442, 11320, 11319, 11177, 10853, 10763, 10872, 11133, 10812, 11175, 10849, 11211, 11305, 10575, 11057, 11571, 10946, 10962, 11570, 11667, 11553, 11818, 11410, 11067, 11113, 11264, 12875, 11820, 12043, 12406, 12248, 11105, 10962, 11063, 10844, 10746, 10421, 9819
779895, 10327, 10733, 11865, 10925, 10633, 8713, 9871, 10533, 10243, 11013, 11088, 10878, 10892, 10932, 11523, 11486, 11045, 11031, 12658, 13455, 12437, 12303, 10885, 10720, 10656, 11253, 11510, 11492, 11371, 11413, 11129, 11172, 10846, 11447, 10212, 10403, 9800, 11412, 13112, 10241, 10053, 10449, 10678, 10853, 10526, 10586, 10972, 10893, 10699, 10307, 12443, 12410, 11593, 10684, 9328, 11177, 11222, 10881, 10950, 11156, 11133, 10633, 10863, 10617, 11863, 11907, 10162, 10165, 11346, 10290, 13474, 10854, 11118, 11148, 11081, 11105, 11436, 11171, 11457, 12001, 11447, 11208, 11214, 11932, 11018, 12242, 11863, 10977, 10986, 10805, 10868, 10800, 10800, 10722, 10544, 10495, 10553, 11688, 10552, 10752, 9807, 11426, 11497, 10540, 10805, 11085, 10744, 10752, 11085, 11137, 11075, 11222, 10998, 10810, 11765, 10974, 12053, 11475, 11476, 11639, 12186, 11562, 11483, 11537, 11418, 11366, 11187, 10857
780906, 11136, 11955, 12101, 12328, 10561, 9372, 10009, 10371, 10211, 10632, 10673, 10557, 10567, 10591, 10911, 10891, 10649, 10643, 12952, 12669, 10460, 11378, 10709, 10620, 10584, 10912, 11053, 11042, 10975, 10999, 10844, 10867, 10688, 11594, 11762, 12047, 12648, 12720, 12660, 11089, 10985, 11203, 11328, 11424, 11244, 11279, 11489, 11445, 11340, 10489, 11103, 9951, 10237, 9491, 9710, 10722, 10747, 10559, 10598, 10709, 10697, 10424, 10549, 10416, 11095, 11118, 10061, 10765, 10932, 11346, 13086, 10693, 10837, 10854, 10818, 10830, 11011, 10866, 11022, 11320, 11717, 11587, 10974, 12223, 11403, 12073, 11976, 11491, 11495, 11398, 11432, 11396, 11396, 11352, 11255, 11228, 11261, 11879, 11260, 9311, 10965, 10855, 10897, 10372, 10517, 10671, 10484, 10489, 10671, 10698, 10665, 10747, 10624, 11198, 12464, 9188, 9630, 10131, 11033, 11123, 11422, 11080, 11037, 11067, 11002, 10973, 10876, 10695
781924, 10979, 11429, 11508, 11652, 11264, 10612, 10962, 10137, 11008, 10337, 10358, 10297, 11094, 11111, 12004, 10526, 11048, 11642, 12905, 11539, 10328, 10828, 10465, 10416, 10515, 10632, 10713, 10708, 10696, 10709, 10624, 9915, 10562, 11733, 11172, 11942, 11675, 11713, 11681, 10822, 11727, 12692, 11941, 11092, 10995, 11783, 11850, 11826, 11726, 11264, 12176, 10930, 11087, 10678, 11758, 12312, 9527, 9426, 10319, 10379, 10374, 9455, 10318, 9546, 9917, 10650, 10091, 11073, 11166, 10814, 11766, 10458, 11527, 12296, 12276, 11410, 11508, 12174, 12144, 12307, 11803, 11075, 11355, 12039, 10993, 11359, 11308, 12995, 12004, 11053, 11097, 11077, 11077, 11054, 10257, 11007, 11050, 11386, 10434, 10580, 11486, 11424, 11447, 10137, 10216, 10416, 10256, 10259, 11151, 11167, 11870, 11104, 11036, 11311, 12003, 9632, 9876, 10151, 11634, 11683, 12746, 10727, 10704, 10746, 10710, 10695, 10640, 9911
